Column1;Column2;Column3;Column4;Column5;month;day;time;year;File_name
-rwx------;1;wienold;staff;446681404;Jun;3;18:25:48;2021;webcam_2021-06-03-17-32.csv
-rwx------;1;wienold;staff;212;Jun;3;17:32:24;2021;webcam_2021-06-03-17-32_of_details.txt
-rwx------;1;wienold;staff;978184112;Jun;4;17:21:48;2021;webcam_2021-06-04-16-26.avi
-rwx------;1;wienold;staff;440903714;Jun;4;17:22:04;2021;webcam_2021-06-04-16-26.csv
-rwx------;1;wienold;staff;212;Jun;4;16:26:06;2021;webcam_2021-06-04-16-26_of_details.txt
-rwx------;1;wienold;staff;943984188;Jun;4;18:17:13;2021;webcam_2021-06-04-17-22.avi
-rwx------;1;wienold;staff;448752657;Jun;4;18:17:29;2021;webcam_2021-06-04-17-22.csv
-rwx------;1;wienold;staff;212;Jun;4;17:22:12;2021;webcam_2021-06-04-17-22_of_details.txt
-rwx------;1;wienold;staff;667833120;Jun;9;14:59:36;2021;webcam_2021-06-09-14-13.avi
-rwx------;1;wienold;staff;341962047;Jun;9;14:59:48;2021;webcam_2021-06-09-14-13.csv
-rwx------;1;wienold;staff;212;Jun;9;14:13:10;2021;webcam_2021-06-09-14-13_of_details.txt
-rwx------;1;wienold;staff;1087999436;Jun;9;16:06:29;2021;webcam_2021-06-09-15-00.avi
-rwx------;1;wienold;staff;584275271;Jun;9;16:06:48;2021;webcam_2021-06-09-15-00.csv
-rwx------;1;wienold;staff;212;Jun;9;15:00:08;2021;webcam_2021-06-09-15-00_of_details.txt
-rwx------;1;wienold;staff;811958602;Jun;10;17:43:03;2021;webcam_2021-06-10-16-56.avi
-rwx------;1;wienold;staff;380077030;Jun;10;17:43:16;2021;webcam_2021-06-10-16-56.csv
-rwx------;1;wienold;staff;212;Jun;10;16:56:24;2021;webcam_2021-06-10-16-56_of_details.txt
-rwx------;1;wienold;staff;594980848;Jun;10;18:16:47;2021;webcam_2021-06-10-17-43.avi
-rwx------;1;wienold;staff;255452332;Jun;10;18:16:56;2021;webcam_2021-06-10-17-43.csv
-rwx------;1;wienold;staff;212;Jun;10;17:43:43;2021;webcam_2021-06-10-17-43_of_details.txt
-rwx------;1;wienold;staff;659007814;Jun;11;17:30:22;2021;webcam_2021-06-11-16-42.avi
-rwx------;1;wienold;staff;361682479;Jun;11;17:30:35;2021;webcam_2021-06-11-16-42.csv
-rwx------;1;wienold;staff;212;Jun;11;16:42:35;2021;webcam_2021-06-11-16-42_of_details.txt
-rwx------;1;wienold;staff;953838634;Jun;11;18:26:02;2021;webcam_2021-06-11-17-30.avi
-rwx------;1;wienold;staff;477735581;Jun;11;18:26:18;2021;webcam_2021-06-11-17-30.csv
-rwx------;1;wienold;staff;212;Jun;11;17:30:50;2021;webcam_2021-06-11-17-30_of_details.txt
-rwx------;1;wienold;staff;684279408;Jun;14;17:19:38;2021;webcam_2021-06-14-16-30.avi
-rwx------;1;wienold;staff;390275334;Jun;14;17:19:51;2021;webcam_2021-06-14-16-30.csv
-rwx------;1;wienold;staff;212;Jun;14;16:30:52;2021;webcam_2021-06-14-16-30_of_details.txt
-rwx------;1;wienold;staff;764162048;Jun;14;18:08:58;2021;webcam_2021-06-14-17-20.avi
-rwx------;1;wienold;staff;394316876;Jun;14;18:09:11;2021;webcam_2021-06-14-17-20.csv
-rwx------;1;wienold;staff;212;Jun;14;17:20:08;2021;webcam_2021-06-14-17-20_of_details.txt
-rwx------;1;wienold;staff;922256216;Jun;15;17:18:02;2021;webcam_2021-06-15-16-32.avi
-rwx------;1;wienold;staff;389376668;Jun;15;17:18:13;2021;webcam_2021-06-15-16-32.csv
-rwx------;1;wienold;staff;212;Jun;15;16:32:14;2021;webcam_2021-06-15-16-32_of_details.txt
-rwx------;1;wienold;staff;1112528512;Jun;15;18:12:33;2021;webcam_2021-06-15-17-18.avi
-rwx------;1;wienold;staff;514372328;Jun;15;18:12:47;2021;webcam_2021-06-15-17-18.csv
-rwx------;1;wienold;staff;212;Jun;15;17:18:57;2021;webcam_2021-06-15-17-18_of_details.txt
-rwx------;1;wienold;staff;897593044;Jun;16;17:25:23;2021;webcam_2021-06-16-16-36.avi
-rwx------;1;wienold;staff;454377427;Jun;16;17:25:36;2021;webcam_2021-06-16-16-36.csv
-rwx------;1;wienold;staff;212;Jun;16;16:36:53;2021;webcam_2021-06-16-16-36_of_details.txt
-rwx------;1;wienold;staff;1021924466;Jun;16;18:12:57;2021;webcam_2021-06-16-17-26.avi
-rwx------;1;wienold;staff;444942678;Jun;16;18:13:10;2021;webcam_2021-06-16-17-26.csv
-rwx------;1;wienold;staff;212;Jun;16;17:26:47;2021;webcam_2021-06-16-17-26_of_details.txt
-rwx------;1;wienold;staff;503472852;Jun;17;17:22:37;2021;webcam_2021-06-17-16-39.avi
-rwx------;1;wienold;staff;383126707;Jun;17;17:22:48;2021;webcam_2021-06-17-16-39.csv
-rwx------;1;wienold;staff;212;Jun;17;16:39:52;2021;webcam_2021-06-17-16-39_of_details.txt
-rwx------;1;wienold;staff;781317630;Jun;17;18:12:28;2021;webcam_2021-06-17-17-24.avi
-rwx------;1;wienold;staff;437801106;Jun;17;18:12:40;2021;webcam_2021-06-17-17-24.csv
-rwx------;1;wienold;staff;212;Jun;17;17:24:20;2021;webcam_2021-06-17-17-24_of_details.txt
-rwx------;1;wienold;staff;930477796;Jun;22;17:31:45;2021;webcam_2021-06-22-16-45.avi
-rwx------;1;wienold;staff;405594458;Jun;22;17:31:56;2021;webcam_2021-06-22-16-45.csv
-rwx------;1;wienold;staff;212;Jun;22;16:45:40;2021;webcam_2021-06-22-16-45_of_details.txt
-rwx------;1;wienold;staff;851232926;Jun;22;18:42:30;2021;webcam_2021-06-22-17-38.avi
-rwx------;1;wienold;staff;598718694;Jun;22;18:42:47;2021;webcam_2021-06-22-17-38.csv
-rwx------;1;wienold;staff;212;Jun;22;17:38:45;2021;webcam_2021-06-22-17-38_of_details.txt
-rwx------;1;wienold;staff;886049190;Jun;23;16:25:54;2021;webcam_2021-06-23-15-41.avi
-rwx------;1;wienold;staff;395647772;Jun;23;16:26:05;2021;webcam_2021-06-23-15-41.csv
-rwx------;1;wienold;staff;212;Jun;23;15:41:08;2021;webcam_2021-06-23-15-41_of_details.txt
-rwx------;1;wienold;staff;769461242;Jun;23;17:13:50;2021;webcam_2021-06-23-16-27.avi
-rwx------;1;wienold;staff;421226413;Jun;23;17:14:02;2021;webcam_2021-06-23-16-27.csv
-rwx------;1;wienold;staff;212;Jun;23;16:27:15;2021;webcam_2021-06-23-16-27_of_details.txt
-rwx------;1;wienold;staff;956191690;Jun;25;15:25:05;2021;webcam_2021-06-25-14-39.avi
-rwx------;1;wienold;staff;428806092;Jun;25;15:25:18;2021;webcam_2021-06-25-14-39.csv
-rwx------;1;wienold;staff;212;Jun;25;14:39:52;2021;webcam_2021-06-25-14-39_of_details.txt
-rwx------;1;wienold;staff;899123546;Jun;25;16:07:28;2021;webcam_2021-06-25-15-26.avi
-rwx------;1;wienold;staff;362537111;Jun;25;16:07:39;2021;webcam_2021-06-25-15-26.csv
-rwx------;1;wienold;staff;212;Jun;25;15:26:16;2021;webcam_2021-06-25-15-26_of_details.txt
-rwx------;1;wienold;staff;815787666;Jun;28;15:25:58;2021;webcam_2021-06-28-14-39.avi
-rwx------;1;wienold;staff;436857332;Jun;28;15:26:11;2021;webcam_2021-06-28-14-39.csv
-rwx------;1;wienold;staff;212;Jun;28;14:40:00;2021;webcam_2021-06-28-14-39_of_details.txt
-rwx------;1;wienold;staff;867448026;Jun;28;16:20:21;2021;webcam_2021-06-28-15-27.avi
-rwx------;1;wienold;staff;512861671;Jun;28;16:20:36;2021;webcam_2021-06-28-15-27.csv
-rwx------;1;wienold;staff;212;Jun;28;15:27:13;2021;webcam_2021-06-28-15-27_of_details.txt
-rwx------;1;wienold;staff;795954918;Jun;29;16:03:04;2021;webcam_2021-06-29-15-20.avi
-rwx------;1;wienold;staff;403614979;Jun;29;16:03:17;2021;webcam_2021-06-29-15-20.csv
-rwx------;1;wienold;staff;212;Jun;29;15:20:26;2021;webcam_2021-06-29-15-20_of_details.txt
-rwx------;1;wienold;staff;943643620;Jun;29;17:03:31;2021;webcam_2021-06-29-16-11.avi
-rwx------;1;wienold;staff;477800382;Jun;29;17:03:45;2021;webcam_2021-06-29-16-11.csv
-rwx------;1;wienold;staff;212;Jun;29;16:11:56;2021;webcam_2021-06-29-16-11_of_details.txt
-rwx------;1;wienold;staff;771500008;Jul;2;17:24:27;2021;webcam_2021-07-02-16-40.avi
-rwx------;1;wienold;staff;417954748;Jul;2;17:24:40;2021;webcam_2021-07-02-16-40.csv
-rwx------;1;wienold;staff;212;Jul;2;16:40:25;2021;webcam_2021-07-02-16-40_of_details.txt
-rwx------;1;wienold;staff;688306600;Jul;2;18:16:31;2021;webcam_2021-07-02-17-35.avi
-rwx------;1;wienold;staff;382046582;Jul;2;18:16:42;2021;webcam_2021-07-02-17-35.csv
-rwx------;1;wienold;staff;212;Jul;2;17:35:32;2021;webcam_2021-07-02-17-35_of_details.txt
-rwx------;1;wienold;staff;938666420;Jul;9;17:17:07;2021;webcam_2021-07-09-16-34.avi
-rwx------;1;wienold;staff;399490885;Jul;9;17:17:18;2021;webcam_2021-07-09-16-34.csv
-rwx------;1;wienold;staff;212;Jul;9;16:34:55;2021;webcam_2021-07-09-16-34_of_details.txt
-rwx------;1;wienold;staff;857024214;Jul;9;18:10:52;2021;webcam_2021-07-09-17-20.avi
-rwx------;1;wienold;staff;482248701;Jul;9;18:11:05;2021;webcam_2021-07-09-17-20.csv
-rwx------;1;wienold;staff;212;Jul;9;17:20:38;2021;webcam_2021-07-09-17-20_of_details.txt
-rwx------;1;wienold;staff;917804812;Jul;12;16:12:22;2021;webcam_2021-07-12-15-28.avi
-rwx------;1;wienold;staff;413219521;Jul;12;16:12:34;2021;webcam_2021-07-12-15-28.csv
-rwx------;1;wienold;staff;212;Jul;12;15:28:34;2021;webcam_2021-07-12-15-28_of_details.txt
-rwx------;1;wienold;staff;895302410;Jul;12;17:04:47;2021;webcam_2021-07-12-16-21.avi
-rwx------;1;wienold;staff;409298035;Jul;12;17:04:59;2021;webcam_2021-07-12-16-21.csv
-rwx------;1;wienold;staff;212;Jul;12;16:21:54;2021;webcam_2021-07-12-16-21_of_details.txt
-rwx------;1;wienold;staff;815171514;Jul;19;17:29:51;2021;webcam_2021-07-19-16-40.avi
-rwx------;1;wienold;staff;456044509;Jul;19;17:30:05;2021;webcam_2021-07-19-16-40.csv
-rwx------;1;wienold;staff;212;Jul;19;16:40:40;2021;webcam_2021-07-19-16-40_of_details.txt
-rwx------;1;wienold;staff;973528498;Jul;19;18:32:49;2021;webcam_2021-07-19-17-45.avi
-rwx------;1;wienold;staff;436717851;Jul;19;18:33:02;2021;webcam_2021-07-19-17-45.csv
-rwx------;1;wienold;staff;212;Jul;19;17:45:45;2021;webcam_2021-07-19-17-45_of_details.txt
-rwx------@;1;wienold;staff;521587798;Jul;20;17:31:35;2021;webcam_2021-07-20-16-45.avi
-rwx------;1;wienold;staff;334590026;Jul;20;17:31:45;2021;webcam_2021-07-20-16-45.csv
-rwx------;1;wienold;staff;212;Jul;20;16:45:04;2021;webcam_2021-07-20-16-45_of_details.txt
-rwx------;1;wienold;staff;945409406;Jul;20;18:26:45;2021;webcam_2021-07-20-17-41.avi
-rwx------;1;wienold;staff;425050644;Jul;20;18:26:57;2021;webcam_2021-07-20-17-41.csv
-rwx------;1;wienold;staff;212;Jul;20;17:41:24;2021;webcam_2021-07-20-17-41_of_details.txt
-rwx------@;1;wienold;staff;833966430;Jul;21;17:28:26;2021;webcam_2021-07-21-16-43.avi
-rwx------;1;wienold;staff;425886035;Jul;21;17:28:38;2021;webcam_2021-07-21-16-43.csv
-rwx------;1;wienold;staff;212;Jul;21;16:43:44;2021;webcam_2021-07-21-16-43_of_details.txt
-rwx------;1;wienold;staff;878881042;Jul;21;18:19:10;2021;webcam_2021-07-21-17-37.avi
-rwx------;1;wienold;staff;398287345;Jul;21;18:19:22;2021;webcam_2021-07-21-17-37.csv
-rwx------;1;wienold;staff;212;Jul;21;17:37:19;2021;webcam_2021-07-21-17-37_of_details.txt
-rwx------;1;wienold;staff;866616268;Jul;22;17:25:34;2021;webcam_2021-07-22-16-39.avi
-rwx------;1;wienold;staff;417413768;Jul;22;17:25:46;2021;webcam_2021-07-22-16-39.csv
-rwx------;1;wienold;staff;212;Jul;22;16:39:19;2021;webcam_2021-07-22-16-39_of_details.txt
-rwx------;1;wienold;staff;833571556;Jul;22;18:14:41;2021;webcam_2021-07-22-17-31.avi
-rwx------;1;wienold;staff;403743961;Jul;22;18:14:53;2021;webcam_2021-07-22-17-31.csv
-rwx------;1;wienold;staff;212;Jul;22;17:31:29;2021;webcam_2021-07-22-17-31_of_details.txt
-rwx------;1;wienold;staff;1207577210;Jul;23;17:36:56;2021;webcam_2021-07-23-16-42.avi
-rwx------;1;wienold;staff;511664055;Jul;23;17:37:11;2021;webcam_2021-07-23-16-42.csv
-rwx------;1;wienold;staff;212;Jul;23;16:42:39;2021;webcam_2021-07-23-16-42_of_details.txt
-rwx------;1;wienold;staff;710080820;Jul;23;18:19:13;2021;webcam_2021-07-23-17-38.avi
-rwx------;1;wienold;staff;356405485;Jul;23;18:19:23;2021;webcam_2021-07-23-17-38.csv
-rwx------;1;wienold;staff;212;Jul;23;17:38:46;2021;webcam_2021-07-23-17-38_of_details.txt
-rwx------;1;wienold;staff;761096466;Jul;26;17:32:54;2021;webcam_2021-07-26-16-42.avi
-rwx------;1;wienold;staff;463827793;Jul;26;17:33:07;2021;webcam_2021-07-26-16-42.csv
-rwx------;1;wienold;staff;212;Jul;26;16:42:10;2021;webcam_2021-07-26-16-42_of_details.txt
-rwx------;1;wienold;staff;1116162874;Jul;26;18:13:52;2021;webcam_2021-07-26-17-35.avi
-rwx------;1;wienold;staff;364742485;Jul;26;18:14:03;2021;webcam_2021-07-26-17-35.csv
-rwx------;1;wienold;staff;212;Jul;26;17:35:23;2021;webcam_2021-07-26-17-35_of_details.txt
-rwx------;1;wienold;staff;928152336;Jul;28;18:27:22;2021;webcam_2021-07-28-17-38.avi
-rwx------;1;wienold;staff;351202045;Jul;28;18:27:32;2021;webcam_2021-07-28-17-38.csv
-rwx------;1;wienold;staff;212;Jul;28;17:38:28;2021;webcam_2021-07-28-17-38_of_details.txt
-rwx------;1;wienold;staff;745891722;Jul;28;19:12:58;2021;webcam_2021-07-28-18-30.avi
-rwx------;1;wienold;staff;385416929;Jul;28;19:13:09;2021;webcam_2021-07-28-18-30.csv
-rwx------;1;wienold;staff;212;Jul;28;18:30:12;2021;webcam_2021-07-28-18-30_of_details.txt
-rwx------;1;wienold;staff;971465322;Jul;29;17:41:52;2021;webcam_2021-07-29-16-44.avi
-rwx------;1;wienold;staff;538229041;Jul;29;17:42:07;2021;webcam_2021-07-29-16-44.csv
-rwx------;1;wienold;staff;212;Jul;29;16:44:28;2021;webcam_2021-07-29-16-44_of_details.txt
-rwx------;1;wienold;staff;1080342592;Jul;29;18:51:23;2021;webcam_2021-07-29-17-50.avi
-rwx------;1;wienold;staff;575599550;Jul;29;18:51:39;2021;webcam_2021-07-29-17-50.csv
-rwx------;1;wienold;staff;212;Jul;29;17:50:58;2021;webcam_2021-07-29-17-50_of_details.txt
